Name,Age,Position,Shots,SoT,KeyPasses,PassAccuracy,AerialsWon,Touches,Rating,TackleWon,Interception,Clearance,ShotBlocked,Fouls,PassCrossTotal,PassCrossAccurate,PassLongBallTotal,PassLongBallAccurate,PassThroughBallTotal,PassThroughBallAccurate,DribbleWon,FoulGiven,OffsideGiven,Dispossessed,Turnover,Time,Adversário,Data,Mandante
Léo Pereira,31,DC,0	,0	,0	,96.9	,2	,104	,6.64,2	,0	,1	,1	,0	,0	,0	,5	,4	,0	,0	,0	,0	,0	,0	,0	,Flamengo,Vitoria,06-Apr-25,False
Alex Sandro,36,DL,0	,0	,1	,90.4	,3	,117	,7.23,0	,3	,2	,0	,4	,1	,0	,9	,5	,1	,1	,1	,0	,0	,1	,0	,Flamengo,Vitoria,06-Apr-25,False
Erick Pulgar,33,DMC,1	,1	,0	,93.8	,1	,94	,6.64,2	,1	,1	,0	,6	,4	,0	,1	,0	,0	,0	,0	,1	,0	,1	,1	,Flamengo,Vitoria,06-Apr-25,False
Nicolás de la Cruz,29,DMC,0	,0	,0	,93.2	,1	,68	,6.63,2	,0	,1	,0	,0	,3	,0	,0	,0	,0	,0	,0	,1	,0	,0	,1	,Flamengo,Vitoria,06-Apr-25,False
Gerson,29,AMR,2	,2	,0	,96	,0	,64	,6.94,0	,0	,0	,0	,0	,0	,0	,1	,1	,0	,0	,2	,3	,0	,0	,2	,Flamengo,Vitoria,06-Apr-25,False
Giorgian de Arrascaeta,32,AMC,2	,1	,2	,79.6	,2	,56	,8.23,2	,1	,1	,0	,0	,1	,0	,2	,1	,0	,0	,2	,0	,0	,0	,1	,Flamengo,Vitoria,06-Apr-25,False
Everton,31,AML,1	,0	,2	,83.3	,0	,33	,6.11,0	,0	,0	,0	,2	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,3	,Flamengo,Vitoria,06-Apr-25,False
Juninho,30,FW,3	,0	,0	,85.7	,0	,17	,6.81,3	,0	,0	,0	,1	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,1	,Flamengo,Vitoria,06-Apr-25,False
Luiz Araújo,30,Sub,1	,1	,2	,76.5	,0	,21	,6.82,0	,0	,0	,0	,0	,2	,0	,1	,0	,0	,0	,0	,0	,0	,0	,1	,Flamengo,Vitoria,06-Apr-25,False
Bruno Henrique,36,Sub,4	,2	,0	,100	,1	,13	,7.41,0	,1	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,0	,0	,0	,1	,Flamengo,Vitoria,06-Apr-25,False
Evertton Araújo,24,Sub,0	,0	,0	,100	,0	,4	,6.01,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Flamengo,Vitoria,06-Apr-25,False
Gonzalo Plata,26,Sub,0	,0	,2	,100	,0	,12	,6.52,1	,0	,1	,0	,0	,0	,0	,1	,1	,1	,1	,0	,0	,0	,0	,0	,Flamengo,Vitoria,06-Apr-25,False
Michael,31,Sub,0	,0	,1	,87.5	,0	,13	,6.03,0	,0	,1	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,3	,Flamengo,Vitoria,06-Apr-25,False
Allan,30,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Flamengo,Vitoria,06-Apr-25,False
Ayrton Lucas,29,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Flamengo,Vitoria,06-Apr-25,False
Matheus Cunha,25,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Flamengo,Vitoria,06-Apr-25,False
Matheus Gonçalves,21,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Flamengo,Vitoria,06-Apr-25,False
Guillermo Varela,34,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Flamengo,Vitoria,06-Apr-25,False
Cleiton,23,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Flamengo,Vitoria,06-Apr-25,False
João Victor,20,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Flamengo,Vitoria,06-Apr-25,False
Caíque França,31,GK,0	,0	,0	,70.8	,0	,29	,6.09,0	,0	,0	,0	,0	,0	,0	,9	,4	,0	,0	,0	,0	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Hereda,28,DR,1	,0	,0	,75	,0	,22	,6.72,3	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,2	,0	,2	,0	,Sport Recife,Palmeiras,06-Apr-25,True
João Silva,28,DC,1	,1	,0	,80	,3	,50	,6.48,1	,0	,5	,0	,0	,0	,0	,9	,7	,0	,0	,0	,1	,0	,0	,1	,Sport Recife,Palmeiras,06-Apr-25,True
Chico,28,DC,0	,0	,0	,85.3	,1	,53	,6.23,2	,2	,11	,0	,2	,0	,0	,7	,4	,0	,0	,0	,1	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Igor Cariús,33,DL,0	,0	,1	,80.6	,1	,57	,6.58,4	,0	,3	,0	,1	,5	,0	,4	,0	,0	,0	,0	,4	,1	,0	,1	,Sport Recife,Palmeiras,06-Apr-25,True
Lucas Lima,36,MR,0	,0	,4	,84.9	,0	,57	,7.14,1	,1	,2	,0	,2	,5	,2	,6	,6	,0	,0	,0	,4	,0	,1	,2	,Sport Recife,Palmeiras,06-Apr-25,True
Sérgio Oliveira,34,MC,2	,0	,0	,77.1	,0	,67	,6.41,3	,0	,0	,0	,2	,6	,0	,12	,6	,0	,0	,0	,2	,0	,1	,2	,Sport Recife,Palmeiras,06-Apr-25,True
Christian Rivera,31,MC,1	,0	,0	,89.4	,1	,57	,6.65,4	,0	,2	,0	,3	,0	,0	,4	,3	,0	,0	,0	,1	,0	,1	,1	,Sport Recife,Palmeiras,06-Apr-25,True
Du Queiroz,27,MC,1	,0	,0	,72.7	,0	,34	,6.14,0	,0	,0	,0	,1	,0	,0	,0	,0	,0	,0	,2	,0	,0	,0	,2	,Sport Recife,Palmeiras,06-Apr-25,True
Chrystian Barletta,25,ML,3	,1	,0	,66.7	,0	,37	,6.88,0	,0	,0	,0	,1	,2	,0	,2	,1	,0	,0	,0	,0	,0	,0	,4	,Sport Recife,Palmeiras,06-Apr-25,True
Pablo,34,FW,0	,0	,1	,63.2	,1	,30	,6.35,1	,0	,2	,0	,2	,0	,0	,1	,0	,0	,0	,0	,3	,0	,0	,3	,Sport Recife,Palmeiras,06-Apr-25,True
Carlos Alberto,24,Sub,0	,0	,0	,100	,0	,5	,5.86,0	,0	,0	,0	,1	,1	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Matheus Alexandre,28,Sub,0	,0	,0	,86.7	,2	,33	,6.11,2	,1	,4	,0	,2	,0	,0	,1	,0	,0	,0	,0	,0	,0	,1	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Fabricio Domínguez,28,Sub,0	,0	,0	,50	,1	,4	,5.95,0	,0	,0	,0	,0	,1	,0	,0	,0	,0	,0	,0	,1	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Lenny Lobato,26,Sub,0	,0	,0	,100	,0	,2	,5.90,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Arthur Sousa,24,Sub,0	,0	,1	,66.7	,0	,6	,5.93,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,Sport Recife,Palmeiras,06-Apr-25,True
Hyoran,33,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Lucas Cunha,30,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Romarinho,33,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Gustavo Maia,26,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Christian Ortíz,34,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Renzo,25,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Thiago Couto,28,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Sport Recife,Palmeiras,06-Apr-25,True
Weverton,39,GK,0	,0	,0	,47.8	,0	,33	,6.50,0	,0	,2	,0	,0	,0	,0	,17	,5	,0	,0	,0	,2	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Bruno Fuchs,28,DC,0	,0	,0	,83.3	,1	,36	,6.22,0	,2	,3	,0	,2	,0	,0	,7	,4	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Micael,26,DC,0	,0	,0	,90.4	,1	,66	,7.00,4	,0	,5	,0	,0	,0	,0	,7	,4	,0	,0	,1	,0	,0	,0	,2	,Palmeiras,Sport Recife,06-Apr-25,False
Murilo,30,DC,0	,0	,0	,85.5	,3	,66	,6.68,0	,1	,6	,1	,2	,0	,0	,9	,4	,0	,0	,0	,1	,0	,0	,1	,Palmeiras,Sport Recife,06-Apr-25,False
Agustín Giay,23,DMR,0	,0	,0	,69.7	,2	,56	,6.66,3	,0	,0	,0	,1	,2	,0	,7	,1	,0	,0	,0	,4	,0	,1	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Vanderlan,24,DML,0	,0	,0	,92.3	,0	,30	,6.52,0	,2	,0	,1	,1	,3	,0	,0	,0	,0	,0	,2	,0	,0	,0	,1	,Palmeiras,Sport Recife,06-Apr-25,False
Lucas Evangelista,32,MC,0	,0	,1	,76.5	,1	,24	,6.14,0	,0	,0	,0	,1	,1	,0	,0	,0	,0	,0	,0	,3	,0	,0	,2	,Palmeiras,Sport Recife,06-Apr-25,False
Emiliano Martínez,27,MC,0	,0	,0	,66.7	,0	,36	,6.49,3	,1	,1	,0	,1	,0	,0	,3	,2	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Felipe Anderson,33,AMC,0	,0	,0	,66.7	,1	,23	,6.33,2	,0	,1	,0	,0	,1	,0	,1	,0	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Facundo Torres,26,AMC,1	,1	,0	,95	,1	,30	,6.23,1	,0	,0	,1	,1	,1	,0	,1	,1	,0	,0	,0	,0	,0	,2	,1	,Palmeiras,Sport Recife,06-Apr-25,False
José López,26,FW,2	,1	,0	,69.2	,3	,33	,7.09,0	,0	,1	,1	,7	,0	,0	,0	,0	,0	,0	,0	,2	,0	,2	,5	,Palmeiras,Sport Recife,06-Apr-25,False
Aníbal Moreno,27,Sub,0	,0	,1	,70.6	,0	,21	,6.50,0	,1	,1	,0	,0	,2	,1	,2	,0	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Vitor Roque,22,Sub,0	,0	,0	,50	,0	,11	,6.46,1	,1	,0	,0	,1	,1	,1	,0	,0	,0	,0	,1	,1	,0	,1	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Raphael Veiga,31,Sub,1	,1	,0	,70	,0	,19	,6.74,1	,0	,0	,1	,1	,3	,0	,1	,0	,0	,0	,0	,1	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Joaquín Piquerez,28,Sub,2	,1	,0	,77.8	,0	,32	,6.76,0	,0	,2	,0	,2	,1	,1	,4	,2	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Estêvão,19,Sub,1	,0	,1	,80	,0	,23	,6.22,0	,0	,0	,0	,1	,0	,0	,1	,0	,0	,0	,1	,2	,0	,1	,3	,Palmeiras,Sport Recife,06-Apr-25,False
Kaiky Naves,24,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Marcelo Lomba,40,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Gustavo Gómez,33,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Luiz Benedetti,20,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Thalys,22,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Luighi Hanri,20,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Allan,22,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Palmeiras,Sport Recife,06-Apr-25,False
Gabriel Brazão,26,GK,0	,0	,0	,66.7	,0	,21	,5.81,0	,0	,2	,0	,0	,0	,0	,8	,2	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
João Pedro Chermont,21,DR,1	,1	,1	,80	,3	,60	,7.02,4	,2	,2	,0	,4	,5	,2	,0	,0	,0	,0	,0	,0	,2	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Gil,39,DC,0	,0	,0	,93.2	,2	,48	,6.06,1	,0	,2	,1	,2	,0	,0	,1	,0	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Zé Ivaldo,30,DC,1	,0	,0	,91.1	,2	,65	,6.42,2	,2	,2	,0	,1	,0	,0	,6	,3	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Gonzalo Escobar,30,DL,0	,0	,4	,85.5	,0	,101	,7.34,3	,0	,5	,0	,2	,8	,3	,3	,2	,0	,0	,2	,2	,0	,1	,2	,Santos FC,Bahia,07-Apr-25,True
João Schmidt,33,DMC,0	,0	,1	,91.9	,3	,75	,6.64,0	,2	,1	,1	,3	,0	,0	,5	,4	,0	,0	,0	,2	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Gabriel Bontempo,22,DMC,1	,0	,2	,83.3	,1	,48	,6.78,1	,2	,1	,0	,0	,1	,0	,1	,1	,0	,0	,1	,3	,0	,1	,2	,Santos FC,Bahia,07-Apr-25,True
Benjamín Rollheiser,27,AMR,1	,0	,2	,84.6	,0	,37	,6.96,3	,0	,0	,0	,0	,1	,0	,2	,1	,0	,0	,2	,1	,0	,1	,0	,Santos FC,Bahia,07-Apr-25,True
Álvaro Barreal,26,AMC,0	,0	,1	,88	,1	,35	,6.22,0	,1	,0	,0	,0	,3	,0	,3	,2	,0	,0	,1	,1	,1	,0	,2	,Santos FC,Bahia,07-Apr-25,True
Guilherme,31,AML,5	,1	,1	,78	,4	,70	,7.07,2	,0	,0	,0	,1	,6	,1	,3	,1	,0	,0	,2	,1	,1	,2	,0	,Santos FC,Bahia,07-Apr-25,True
Tiquinho Soares,36,FW,2	,1	,0	,80	,1	,17	,6.83,1	,1	,1	,0	,0	,0	,0	,0	,0	,0	,0	,1	,0	,0	,0	,1	,Santos FC,Bahia,07-Apr-25,True
Gabriel Veron,24,Sub,0	,0	,1	,66.7	,1	,9	,6.12,0	,0	,0	,0	,0	,0	,0	,1	,1	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Thaciano,31,Sub,6	,1	,1	,80	,1	,19	,7.51,1	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,1	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Diego Pituca,34,Sub,2	,1	,0	,88.9	,0	,13	,7.07,1	,1	,0	,0	,0	,0	,0	,2	,1	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Yeferson Soteldo,29,Sub,2	,1	,0	,80	,0	,40	,6.43,1	,0	,0	,0	,0	,7	,1	,1	,0	,0	,0	,1	,2	,0	,1	,1	,Santos FC,Bahia,07-Apr-25,True
Deivid Washington,21,Sub,0	,0	,0	,75	,1	,6	,6.07,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,0	,1	,0	,Santos FC,Bahia,07-Apr-25,True
Leonardo Godoy,31,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Kevyson,23,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Luan Peres,32,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
João Basso,30,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
João Paulo,31,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Tomás Rincón,39,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Luisão,23,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Santos FC,Bahia,07-Apr-25,True
Ronaldo,30,GK,0	,0	,0	,50	,0	,52	,6.33,0	,0	,1	,0	,0	,0	,0	,27	,8	,0	,0	,0	,0	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Gilberto,34,DR,0	,0	,0	,76.7	,3	,76	,6.50,7	,0	,5	,0	,0	,1	,0	,3	,1	,0	,0	,2	,1	,0	,2	,1	,Bahia,Santos FC,07-Apr-25,False
Santiago Ramos Mingo,25,DC,0	,0	,1	,80.9	,2	,55	,6.56,1	,1	,1	,3	,0	,0	,0	,9	,4	,0	,0	,0	,0	,0	,1	,0	,Bahia,Santos FC,07-Apr-25,False
David Duarte,32,DC,0	,0	,0	,61.5	,2	,46	,7.10,1	,4	,11	,2	,1	,0	,0	,4	,0	,0	,0	,0	,0	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Iago Borduchi,30,DL,0	,0	,0	,84.6	,0	,33	,6.46,0	,1	,0	,0	,1	,2	,0	,0	,0	,0	,0	,1	,1	,0	,0	,1	,Bahia,Santos FC,07-Apr-25,False
Caio Alexandre,28,MC,0	,0	,0	,86.5	,0	,52	,6.52,4	,0	,3	,2	,3	,1	,0	,3	,1	,0	,0	,0	,1	,0	,3	,0	,Bahia,Santos FC,07-Apr-25,False
Rodrigo Nestor,26,MC,0	,0	,0	,89.7	,0	,35	,6.30,2	,0	,0	,0	,2	,0	,0	,2	,2	,0	,0	,0	,1	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Erick,29,MC,4	,1	,0	,73.9	,5	,40	,7.29,1	,1	,2	,0	,5	,0	,0	,2	,1	,0	,0	,1	,1	,0	,0	,1	,Bahia,Santos FC,07-Apr-25,False
Ademir,32,FWR,0	,0	,2	,53.9	,1	,32	,6.93,0	,0	,1	,0	,2	,5	,3	,0	,0	,0	,0	,2	,3	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Willian José,35,FW,2	,1	,1	,73.9	,0	,33	,6.68,0	,0	,1	,0	,0	,0	,0	,2	,1	,0	,0	,2	,2	,0	,1	,0	,Bahia,Santos FC,07-Apr-25,False
Luciano Juba,27,FWL,1	,1	,2	,83.9	,1	,44	,8.31,1	,0	,1	,0	,1	,3	,2	,2	,0	,1	,1	,1	,0	,0	,1	,0	,Bahia,Santos FC,07-Apr-25,False
Kayky,23,Sub,0	,0	,0	,100	,0	,13	,5.95,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,Bahia,Santos FC,07-Apr-25,False
Erick Pulga,26,Sub,3	,0	,0	,88.9	,0	,17	,5.97,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,2	,0	,0	,1	,Bahia,Santos FC,07-Apr-25,False
Cauly,31,Sub,0	,0	,2	,100	,0	,21	,6.48,0	,0	,0	,0	,0	,1	,1	,0	,0	,0	,0	,0	,0	,0	,0	,2	,Bahia,Santos FC,07-Apr-25,False
Jean Lucas,28,Sub,0	,0	,1	,85.7	,0	,27	,6.24,0	,0	,0	,1	,1	,1	,1	,1	,1	,0	,0	,0	,0	,0	,3	,1	,Bahia,Santos FC,07-Apr-25,False
Luciano Rodríguez,23,Sub,0	,0	,0	,100	,0	,10	,6.04,0	,0	,0	,0	,0	,1	,0	,0	,0	,0	,0	,0	,1	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Marcos Felipe,30,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Kanu,30,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Danilo Fernandes,39,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Santiago Arias,35,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Nicolás Acevedo,27,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Tiago,21,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Rezende,32,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Bahia,Santos FC,07-Apr-25,False
Alex Muralha,37,GK,0	,0	,0	,73.3	,0	,20	,6.29,0	,0	,0	,0	,0	,0	,0	,6	,2	,0	,0	,0	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Lucas Ramon,33,DR,1	,0	,2	,72.1	,2	,76	,6.96,4	,1	,1	,0	,0	,8	,2	,0	,0	,0	,0	,1	,0	,0	,1	,0	,Mirassol,Fortaleza,06-Apr-25,True
João Victor,29,DC,0	,0	,1	,93.6	,6	,69	,6.74,0	,1	,1	,0	,0	,0	,0	,1	,0	,0	,0	,0	,2	,0	,0	,1	,Mirassol,Fortaleza,06-Apr-25,True
Jemmes,26,DC,1	,0	,1	,91.6	,5	,79	,6.88,0	,2	,2	,0	,1	,0	,0	,3	,2	,0	,0	,2	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Reinaldo,37,DL,0	,0	,3	,85.5	,0	,94	,6.34,0	,0	,2	,0	,1	,6	,1	,3	,2	,0	,0	,0	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Danielzinho,32,DMC,4	,0	,2	,87.8	,2	,113	,6.89,4	,0	,0	,0	,2	,3	,1	,2	,2	,0	,0	,0	,2	,0	,1	,5	,Mirassol,Fortaleza,06-Apr-25,True
Neto Moura,30,DMC,0	,0	,0	,88.9	,0	,66	,5.93,0	,0	,0	,0	,2	,1	,0	,6	,5	,0	,0	,0	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Fabrício Daniel,29,AMR,0	,0	,0	,77.8	,1	,35	,6.27,0	,0	,0	,1	,0	,1	,0	,1	,0	,0	,0	,1	,1	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
José Aldo,28,AMC,2	,1	,0	,80.3	,1	,72	,6.38,2	,1	,0	,0	,2	,0	,0	,8	,7	,0	,0	,0	,0	,1	,0	,1	,Mirassol,Fortaleza,06-Apr-25,True
Clayson,32,AML,1	,0	,1	,79.2	,1	,37	,6.42,0	,0	,0	,0	,0	,7	,1	,1	,1	,0	,0	,1	,2	,2	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Iury Castilho,31,FW,0	,0	,0	,83.3	,1	,26	,5.94,0	,0	,1	,0	,1	,0	,0	,0	,0	,0	,0	,0	,5	,2	,1	,3	,Mirassol,Fortaleza,06-Apr-25,True
Gabriel,37,Sub,1	,1	,2	,88.9	,0	,27	,6.57,1	,0	,0	,1	,0	,2	,2	,1	,0	,0	,0	,0	,0	,0	,2	,2	,Mirassol,Fortaleza,06-Apr-25,True
Daniel Borges,34,Sub,0	,0	,0	,100	,1	,13	,6.14,0	,0	,0	,0	,0	,2	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Matheus Davó,27,Sub,1	,0	,2	,50	,0	,9	,6.85,0	,0	,0	,0	,0	,1	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Cristian,27,Sub,5	,2	,1	,66.7	,1	,13	,7.34,0	,0	,0	,0	,3	,0	,0	,0	,0	,0	,0	,1	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Everton Maceió,23,Sub,4	,1	,2	,84.6	,0	,24	,6.65,0	,0	,0	,0	,0	,1	,0	,0	,0	,0	,0	,1	,0	,0	,0	,2	,Mirassol,Fortaleza,06-Apr-25,True
Walter,39,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
