IdJogador,Name,Time,Position;;
Abner - Juventude,Abner,Juventude,DC;;
Ademir - Bahia,Ademir,Bahia,FWR;;
Adrianinho - Criciuma,Adrianinho,Criciuma,;;
Adriano Martins - Atletico GO,Adriano Martins,Atletico GO,DC;;
Adriano Martins - Juventude,Adriano Martins,Juventude,DC;;
Adriel - Bahia,Adriel,Bahia,GK;;
Adryelson - Botafogo RJ,Adryelson,Botafogo RJ,DC;;
Adson - Vasco da Gama,Adson,Vasco da Gama,AMR;;
Agustín Canobbio - Athletico Paranaense,Agustín Canobbio,Athletico Paranaense,AMC;;
Agustín Canobbio - Fluminense,Agustín Canobbio,Fluminense,AML;;
Agustín Giay - Palmeiras,Agustín Giay,Palmeiras,DR;;
Agustín Marchesín - Gremio,Agustín Marchesín,Gremio,GK;;
Agustín Rogel - Internacional,Agustín Rogel,Internacional,DC;;
Agustín Rossi - Flamengo,Agustín Rossi,Flamengo,GK;;
Ainoã - Flamengo,Ainoã,Flamengo,;;
Alan Empereur - Cuiaba,Alan Empereur,Cuiaba,DC;;
Alan Franco - Atletico MG,Alan Franco,Atletico MG,MC;;
Alan Franco - Sao Paulo,Alan Franco,Sao Paulo,DC;;
Alan Kardec - Atletico MG,Alan Kardec,Atletico MG,FW;;
Alan Patrick - Internacional,Alan Patrick,Internacional,AMC;;
Alan Ruschel - Juventude,Alan Ruschel,Juventude,DL;;
Alejandro Martínez - Ceara,Alejandro Martínez,Ceara,;;
Alejo Cruz - Atletico GO,Alejo Cruz,Atletico GO,AML;;
Alerrandro - Vitoria,Alerrandro,Vitoria,FW;;
Alex Amorim - Fortaleza,Alex Amorim,Fortaleza,;;
Alex Muralha - Mirassol,Alex Muralha,Mirassol,GK;;
Alex Sandro - Flamengo,Alex Sandro,Flamengo,DL;;
Alex Santana - Athletico Paranaense,Alex Santana,Athletico Paranaense,;;
Alex Santana - Corinthians,Alex Santana,Corinthians,MC;;
Alex Teixeira - Vasco da Gama,Alex Teixeira,Vasco da Gama,AMC;;
Alex Telles - Botafogo RJ,Alex Telles,Botafogo RJ,DL;;
Alexander Aravena - Gremio,Alexander Aravena,Gremio,AML;;
Alexander Barboza - Botafogo RJ,Alexander Barboza,Botafogo RJ,DC;;
Alexandro Bernabéi - Internacional,Alexandro Bernabéi,Internacional,DL;;
Alexsander - Fluminense,Alexsander,Fluminense,DMC;;
Alisson - Atletico MG,Alisson,Atletico MG,DMR;;
Alisson - Criciuma,Alisson,Criciuma,GK;;
Alisson - Sao Paulo,Alisson,Sao Paulo,DMC;;
Alix - Atletico GO,Alix,Atletico GO,DC;;
Allan - Botafogo RJ,Allan,Botafogo RJ,DMC;;
Allan - Flamengo,Allan,Flamengo,DMC;;
Allan - Palmeiras,Allan,Palmeiras,;;
Allano - Criciuma,Allano,Criciuma,MR;;
Allanzinho - Fortaleza,Allanzinho,Fortaleza,;;
Allyson - Cuiaba,Allyson,Cuiaba,DC;;
Alysson Edward - Gremio,Alysson Edward,Gremio,;;
Anderson - Cruzeiro,Anderson,Cruzeiro,GK;;
Andrei - Vitoria,Andrei,Vitoria,;;
André - Fluminense,André,Fluminense,DMC;;
André Carrillo - Corinthians,André Carrillo,Corinthians,MC;;
André Henrique - Gremio,André Henrique,Gremio,;;
André Luís - Cuiaba,André Luís,Cuiaba,AMR;;
André Ramalho - Corinthians,André Ramalho,Corinthians,DC;;
André Silva - Sao Paulo,André Silva,Sao Paulo,FW;;
Andrés Hurtado - Red Bull Bragantino,Andrés Hurtado,Red Bull Bragantino,DR;;
Anthoni - Internacional,Anthoni,Internacional,GK;;
Antonio Galeano - Ceara,Antonio Galeano,Ceara,AMR;;
Antônio Carlos - Fluminense,Antônio Carlos,Fluminense,DC;;
Antônio Carlos - Sport Recife,Antônio Carlos,Sport Recife,;;
Aníbal Moreno - Palmeiras,Aníbal Moreno,Palmeiras,DMC;;
Arthur - Fluminense,Arthur,Fluminense,;;
Arthur Caíke - Criciuma,Arthur Caíke,Criciuma,FW;;
Arthur Dias - Athletico Paranaense,Arthur Dias,Athletico Paranaense,;;
Arthur Gomes - Cruzeiro,Arthur Gomes,Cruzeiro,FWL;;
Arthur Sousa - Corinthians,Arthur Sousa,Corinthians,;;
Arthur Sousa - Red Bull Bragantino,Arthur Sousa,Red Bull Bragantino,;;
Arthur Sousa - Sport Recife,Arthur Sousa,Sport Recife,;;
Arthur Viana - Cruzeiro,Arthur Viana,Cruzeiro,;;
Artur - Botafogo RJ,Artur,Botafogo RJ,AMR;;
Athyrson - Red Bull Bragantino,Athyrson,Red Bull Bragantino,;;
Aylon - Ceara,Aylon,Ceara,AML;;
Ayrton Lucas - Flamengo,Ayrton Lucas,Flamengo,DL;;
Baltasar Barcia - Criciuma,Baltasar Barcia,Criciuma,;;
Barreto - Criciuma,Barreto,Criciuma,MC;;
Bastos - Botafogo RJ,Bastos,Botafogo RJ,DC;;
Benjamín Garré - Vasco da Gama,Benjamín Garré,Vasco da Gama,AMR;;
Benjamín Kuscevic - Fortaleza,Benjamín Kuscevic,Fortaleza,DC;;
Benjamín Rollheiser - Santos FC,Benjamín Rollheiser,Santos FC,AMR;;
Bento - Athletico Paranaense,Bento,Athletico Paranaense,GK;;
Bernard - Atletico MG,Bernard,Atletico MG,AMC;;
Biel - Bahia,Biel,Bahia,FW;;
Brahian Palacios - Atletico MG,Brahian Palacios,Atletico MG,DMR;;
Braian Aguirre - Internacional,Braian Aguirre,Internacional,DR;;
Brenno - Fortaleza,Brenno,Fortaleza,;;
Breno Bidon - Corinthians,Breno Bidon,Corinthians,MC;;
Breno Lopes - Fortaleza,Breno Lopes,Fortaleza,AML;;
Breno Lopes - Palmeiras,Breno Lopes,Palmeiras,;;
Bruninho - Fortaleza,Bruninho,Fortaleza,;;
Bruninho - Red Bull Bragantino,Bruninho,Red Bull Bragantino,FWR;;
Bruno Alves - Cuiaba,Bruno Alves,Cuiaba,DC;;
Bruno Ferreira - Ceara,Bruno Ferreira,Ceara,GK;;
Bruno Fuchs - Atletico MG,Bruno Fuchs,Atletico MG,DC;;
Bruno Fuchs - Palmeiras,Bruno Fuchs,Palmeiras,DC;;
Bruno Gomes - Internacional,Bruno Gomes,Internacional,DR;;
Bruno Henrique - Flamengo,Bruno Henrique,Flamengo,AML;;
Bruno Henrique - Internacional,Bruno Henrique,Internacional,DMC;;
Bruno Lopes - Vasco da Gama,Bruno Lopes,Vasco da Gama,;;
Bruno Pacheco - Fortaleza,Bruno Pacheco,Fortaleza,DL;;
Bruno Souza - Fortaleza,Bruno Souza,Fortaleza,;;
Bruno Tabata - Internacional,Bruno Tabata,Internacional,AMR;;
