Bruno Tubarão - Atletico GO,Bruno Tubarão,Atletico GO,DR;;
Bruno Uvini - Vitoria,Bruno Uvini,Vitoria,DC;;
Bruno Zapelli - Athletico Paranaense,Bruno Zapelli,Athletico Paranaense,AMC;;
Cacá - Corinthians,Cacá,Corinthians,DC;;
Cadu - Atletico MG,Cadu,Atletico MG,FW;;
Caetano - Corinthians,Caetano,Corinthians,DC;;
Caetano - Red Bull Bragantino,Caetano,Red Bull Bragantino,;;
Caio Alexandre - Bahia,Caio Alexandre,Bahia,DMC;;
Caio Barone - Flamengo,Caio Barone,Flamengo,;;
Caio Garcia - Flamengo,Caio Garcia,Flamengo,;;
Caio Maia - Atletico MG,Caio Maia,Atletico MG,;;
Caio Paulista - Atletico MG,Caio Paulista,Atletico MG,;;
Caio Paulista - Palmeiras,Caio Paulista,Palmeiras,DL;;
