minuto,time,jogador,Resultado,Data,IdJogo,IdJogador,Gols,Own Goal,Assistência,Yellow Card,Red Card,Mandante,SofreuGol,Jogo
75,Atletico MG,Gustavo Scarpa,2-1,2025-03-29,Gremio x Atletico MG2025,Gustavo Scarpa - Atletico MG,0,0,0,0,0,False,1,Gremio x Atletico MG
75,Atletico MG,Rony,2-1,2025-03-29,Gremio x Atletico MG2025,Rony - Atletico MG,1,0,1,0,0,False,1,Gremio x Atletico MG
77,Gremio,Jemerson,2-1,2025-03-29,Gremio x Atletico MG2025,Jemerson - Gremio,0,0,0,0,0,True,1,Gremio x Atletico MG
77,Gremio,Rodrigo Ely,2-1,2025-03-29,Gremio x Atletico MG2025,Rodrigo Ely - Gremio,0,0,0,0,0,True,1,Gremio x Atletico MG
77,Gremio,Matías Arezo,2-1,2025-03-29,Gremio x Atletico MG2025,Matías Arezo - Gremio,0,0,0,0,0,True,1,Gremio x Atletico MG
77,Gremio,André Henrique,2-1,2025-03-29,Gremio x Atletico MG2025,André Henrique - Gremio,0,0,0,0,0,True,1,Gremio x Atletico MG
77,Gremio,Francis Amuzu,2-1,2025-03-29,Gremio x Atletico MG2025,Francis Amuzu - Gremio,0,0,0,0,0,True,1,Gremio x Atletico MG
77,Gremio,Cristian Pavón,2-1,2025-03-29,Gremio x Atletico MG2025,Cristian Pavón - Gremio,0,0,0,0,0,True,1,Gremio x Atletico MG
84,Atletico MG,Natanael,2-1,2025-03-29,Gremio x Atletico MG2025,Natanael - Atletico MG,0,0,0,0,0,False,1,Gremio x Atletico MG
84,Atletico MG,Bernard,2-1,2025-03-29,Gremio x Atletico MG2025,Bernard - Atletico MG,0,0,0,0,0,False,1,Gremio x Atletico MG
90+4,Gremio,Cristian Pavón,2-1,2025-03-29,Gremio x Atletico MG2025,Cristian Pavón - Gremio,0,0,0,1,0,True,1,Gremio x Atletico MG
90+5,Gremio,Cristian Olivera,2-1,2025-03-29,Gremio x Atletico MG2025,Cristian Olivera - Gremio,0,0,0,1,0,True,1,Gremio x Atletico MG
4,Fortaleza,Marinho,2-0,2025-03-29,Fortaleza x Fluminense2025,Marinho - Fortaleza,0,0,0,0,0,True,0,Fortaleza x Fluminense
4,Fortaleza,Juan Lucero,2-0,2025-03-29,Fortaleza x Fluminense2025,Juan Lucero - Fortaleza,1,0,1,0,0,True,0,Fortaleza x Fluminense
14,Fluminense,Kevin Serna,2-0,2025-03-29,Fortaleza x Fluminense2025,Kevin Serna - Fluminense,0,0,0,0,0,False,1,Fortaleza x Fluminense































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































